summary,rating,Topic
Great Benefits and Great Environment,1,3
Getting to be a big company but still treats employees well,1,3
SMB Account Manager,1,0
Google,1,0
"An amazing place to work, becoming increasingly large and corporate",1,2
Ads Software Engineer,1,1
Great company. Tough to get promoted.,1,2
Loving the job everyday!,1,1
Moves at breakneck speed,1,0
Not what it used to be,1,2
Social Media,1,0
Great place to work,1,3
Great company,1,3
Good place,1,2
like any other big company,1,3
Google,1,0
Google maps contracting is a good entry job,1,0
Awesome place to work,1,3
Tech person,1,1
Great work place,1,3
A great place to work!,1,3
Becoming a large bureaucratic company.,1,2
Great Company,1,3
Great company,1,3
Great benefits,1,3
"Room for growth, great company",1,3
Software Engineer,1,1
Good experience with some downsides,1,2
Product Manager,1,2
General feel on working at Google,1,0
Good,1,2
Design Coordinator,1,3
Software Engineer Intern,1,1
Kids club,1,0
"Great company, sometimes tough to be in remote office",1,0
Great place to work,1,3
Great Work life balance and great comp package,1,3
5.5 years at Google,1,1
"So so, not what its reputation cracks it up to be",1,2
Agency Account Strategist,1,3
Great company,1,3
"Needs to be more agile, culture not what it was",1,0
Best place to work,1,2
Software Engineer,1,1
Account Manager,1,3
A nice company to work for,1,2
Great place to work.,1,3
It's getting crowded,1,1
Quality Assurance Analyst,1,2
very good company,1,2
Senior Software Engineer,1,1
Business intern,1,2
Amazing employer with a few caveats,1,2
Google is still pretty great,1,2
Solid place to work,1,3
Best company ever.,1,2
SETI,0,1
"Good place to get trained, but not great if you care about products and customers.",1,2
Nice Work Space,1,0
Great company!,1,3
Great,1,3
Perfection for ENTP,1,1
Accounting manager,1,1
great,1,3
Good place to work,1,2
A Software Engineer who Probably Doesn't Know How Good He Has It,1,1
GSX Store Operator,0,3
Ads Quality Rater,1,0
Amazing place to work for,1,2
Senior Sales Strategist,1,3
Excellent,1,2
"Great Company, but quixotic",1,3
Awesome,1,0
Great for some time not for the long-term,1,2
Landscape designer and co manager,1,2
Great company. Great people.,1,3
6 years and still going!,1,1
Software Engineer,1,1
labor,1,0
Campus Rercruitinh,1,0
great place to start your career,1,2
"Great perks, interesting work, totally insulated from outside",1,3
Great place to work at,1,3
Great company to work for,1,3
Devs - be very careful of what ladder you're on,1,0
Work here if it is your last resort,0,3
Best company I ever worked for,1,2
Great,1,3
Intern,1,1
Great Place to Work,1,3
thomas wood,1,1
Fun but...,1,3
Working in videos,1,0
Account Strategist,1,3
Good place,1,2
Software Engineer,1,1
Not for Everyone,1,0
It's different on the inside.,1,0
"Amazing company, changing the world",1,2
Manager,0,2
Hopeful Dreaming,1,2
Google the best place to work,1,2
Interesting time,1,3
Software Development Engineer Intern,1,1
Talented People,1,3
Pretty Good,1,2
Great place to work,1,3
Good first job,1,1
This is the pinnacle of the perfect workplace,1,1
Inside Sales Manager,1,0
Good Company,1,2
Good Job To Have,1,1
Software Engineer,1,1
Great place to work,1,3
good life and work balance,1,3
El Goog,1,0
Former NYC employee,1,0
Genius,1,0
Ugh. Don't believe the hype,0,0
Really really great,1,3
Head Startup Ecosystem,1,0
Corporate Operations Engineer,1,2
Best possible,1,2
Google Express,1,0
I love,1,1
intern,1,1
Great company to work for!,1,3
Quantitative Analyst,1,3
Awesomeness,1,0
Changing Culture,1,2
Entry level SWE,1,1
Fantastic Company from top to bottom,1,2
intern,1,1
Exceeded every one of my expectations,1,0
Best company I've ever worked for!,1,1
good,1,2
Great company but too big,1,3
Great place to work,1,3
UX Manager,1,3
Experience is highly team/project dependant,1,1
great,1,3
best,1,2
Great company,1,3
"Incredible company, good work",1,2
Great company to work for!,1,3
People Are Walking on Eggshells,0,2
Awesome place,1,0
Fun But Hard,1,1
"Good company, so-so department",1,0
Financial Analyst,1,3
k,1,0
Great company,1,3
Great company to work for,1,3
Great Experience,1,2
I know people who remain off Linkedin so as to not be tempted away,1,1
Excellent Company,1,2
Supervised,1,1
cool culture,1,3
Google,1,0
great company needs better managers,1,3
Loved it,1,2
"Exciting, difficult, and meaningful work.",1,1
Great all around,1,3
Overall great company,1,2
Terrific place to work and learn.,1,3
Company Review,1,1
Fun,1,3
Software Developer,1,1
Google Cloud is confused and struggling,0,1
bloated spoiled toddler with ADHD,1,1
Love my job,1,1
Good,1,2
Great Company,1,3
Assistant at Google,1,2
Is what you make of it.,1,1
Program Mgr,1,2
General review,1,0
Good company,1,2
Technician,1,0
Project manager,1,0
Great place if you are looking for work/life balance,1,3
"Healthy culture, a bit slow-moving",1,3
Good,1,2
Global Accounts Business Manager,1,2
The best thing about Google is the people.,1,2
Technical Program Manager,0,2
TPA insurance Human Resources,1,0
It's Great!,1,3
Awesome.,1,0
Great place to work!,1,3
Large stable company,1,0
"Nice place, good hours",1,2
Great company!,1,3
Engineer,1,1
Google Cloud,1,1
Placesence surveyor,1,1
Senior Software Engineer Special Projects,1,3
awesome,1,0
Bloated with little idea of how to attack the AI-age,1,0
Awesome company,1,0
Product Manager,1,2
Interning,1,0
Great company,1,3
Amazing SUmmer,1,3
"Fun, collaborative!",1,0
Software Engineer,1,1
Google is a great place to work,1,3
One of the best companies to work for,1,2
Software engineer,1,1
great place to work,1,3
Apply!,1,0
Great place to work,1,3
Account Executive,1,3
Now Corporate,1,2
Great place to work,1,3
Channels Specialist,1,0
Hard pressed to find anything else like Google,1,1
Software Engineer,1,1
Customer Service,1,1
Awesome!,1,0
Great peers and good perks,1,3
"Great culture, depends a lot on team",1,3
Great perks but slow career growth,1,3
"Great place, but LONG commute",1,1
Marketing Manager,1,2
Google Not Code Complete,1,0
Rapid Evaluator,1,0
Really Good Intro Job,1,1
Great place to grow,1,1
Review,1,1
Review,1,1
Not what I thought it would be,0,0
UX Mangaer,1,3
Great comp and benefits but decision making can be erratic.,1,3
Best Company Ever,1,2
Software Engineer,1,1
"Comfortable job, but culture kind of crappy.",1,3
"Good benefits, Big company problems",1,3
Going from great to average,1,1
Software Engineer,1,1
Best Job I've had,1,1
Software Engineer,1,1
Sales,1,0
The stereotypes are true,1,0
Engineer,1,1
Strategic Partner Manager,1,2
"Many opportunities, but also chaotic.",1,3
"After more than a decade, still proud and grateful",1,0
new grad experience,1,0
Administrative Business Partner,1,2
Software Engineer,1,1
Senior Research Engineer,1,0
"Dynamic and exciting working environment,good pay with world's best people",1,1
very good salary,1,1
Senior Sales Engineer,1,0
Great Company,1,3
The best work place so far :),1,2
Great learning & work life balance,1,3
Making diamonds from coal - if you like that sort of thing,1,3
Still a very good company,1,2
Good company culture and co-workers,1,3
Great Workplace,1,2
Great place to learn and develop,1,3
Google review,1,0
Developer,1,1
HR,1,0
Great company,1,3
great large Tech company with good culture,1,3
Best of the best for Big firm engineering,1,1
Good company,1,2
Software Engineer,1,1
Googler,1,2
Fantastic company,1,2
Google Review,1,0
Great benefits but not enough of an impact,1,3
Wonderful experience,1,2
Google Rocks!,1,1
The Best of the Best,1,2
Great Company,1,3
Increasingly disappointing,0,3
Wonderful work environment and very collaborative atmosphere.,1,3
"Tremendous Benefits, Lacks Focus",1,3
Program Manager,1,2
Cool job,1,3
Team Lead in Sales and Operations,1,3
senior software engineer,1,1
Life at a verb,1,3
TPM,1,0
Still the best place I have ever worked,1,2
It's the Googliest,1,1
Software Engineer,1,1
Data Analyst,1,0
Lifeless corporate drones,0,2
"Payments Processing at Google Boulder, CO",0,1
Technical Writer,1,2
great place,1,3
Software Engineer (by acquisition),1,1
Best Company,1,2
Great company to work at,1,3
Pump House,0,0
Learn and grow from the best,1,1
Loved it,1,2
Great place to work,1,3
Google,1,0
Consultant,1,0
chief of staff,1,0
SunSplash Swimwear,1,1
Food is delicious,1,0
Wonderful company to work for - beware the cost of living!,1,1
SWE FTE,1,3
Google,1,0
Awesome,1,0
Great place to work,1,3
Amazing place to work,1,2
Great Company,1,3
Exceptional Ideas,1,0
enterprise rep,1,0
Grrrreeeetttt,1,1
Just a short stay here,0,0
"Big company, big challenges",1,3
Great Company,1,3
Amazing company,1,2
A good place to go,1,2
Good if you're upper management,1,0
marketing,0,2
Account Manager Review,1,3
Software Engineer III,1,1
Great company,1,3
Great experience,1,2
A Disappointing Place where Bias Still Exists and No true support for those with Disabilities,0,0
Good working there,1,0
marketing manager,1,2
Good Employer,1,2
Awesome company to work for!,1,3
Recruiter,1,2
Engineering Pracitcum,1,1
Great,1,3
Amazing Company,1,2
Nice place to work at,1,2
Cool,1,3
Network Engineer,1,1
Very goo!,1,2
Software engineer,1,1
Finance,1,0
Great Company,1,3
teacher,0,0
software engineer,1,1
Google : A work place with values,1,0
"Google is a very different company now. Great opportunity for some, but do your homework and ask the hard questions.",1,0
In house physical security,0,3
Solid Company,1,3
Great part-time work,1,2
Enjoyed working at google Trust and Safety,1,0
good - uneven experiences,1,3
Software engineer at Google.,1,1
Great place to work,1,3
Operations Analyst,1,2
"Great company to work for, awesome coworkers, benefits, and perks",1,3
Great Place to Work,1,3
Google Play Store,1,3
Intern,1,1
"Great Company, Great Benefits, Great People",1,3
Software Engineer,1,1
Global Product Expert,1,2
Great place to experience,1,2
"Great culture, great people",1,3
sales rep,1,0
Summer of Code Internship,1,3
Compensation,1,2
"Global,operations Managxerss",1,2
Awesome!,1,0
Software Engineer Intern,1,1
A great working environment,1,3
Innovative Culture,1,3
Excellent place to get an incredibly unique experience,1,3
developer,1,1
software engineer,1,1
housekeeping,1,0
Software Engineer,1,1
Great company to work for.,1,3
Data analysis intern,1,0
Amazing place to work,1,2
Work at Google,1,0
Technical Program Manager,1,2
specilist,1,0
Terrible,0,2
SMB,1,0
Wonderful,1,2
"Big possibilities, but work is difficult",1,1
Google is a great place for engineers,1,3
Nice company,1,2
Great Place to Start Your Career,1,2
Terrible for Sales,0,2
Google NY,1,0
Great company to work for,1,3
So pampered!,1,3
Test,1,1
Great company,1,3
Software Engineer,1,1
Google company,1,0
GSX Lead,1,3
Agile Program Manager,1,2
Great!,1,3
Google rocks!,1,1
The best place to work!!!,1,2
Python Developer,1,1
Software Engineer,1,1
What a cool place,1,3
Software Development Engineer,1,1
A good place to work,1,2
"Great Corporate Culture, But Disorganized",1,2
Not the greatest plaace to work,0,2
"Great place, but not for everyone",1,3
Leadership,0,0
Store Operator,0,3
Amazing,1,2
Great job although your mileage will vary with your manager,1,2
Google's Great,1,0
intern,1,1
Software engineer,1,1
Awesome,1,0
Sr Program Manager,1,2
Software Engineer,1,1
Very cool environment,1,3
Google,1,0
Awesome Company,1,0
"Good culture, not much job satisfaction",1,0
Industry Head,1,0
"Requests everything from you, but provides for all your needs :).",1,0
Communications Officer,1,0
Product Manager,1,2
Good company to work in,1,2
Great office,1,0
"Amazing place to work! Would highly recommend it, especially with all the perks and compensation.",1,2
Test Engineer,1,1
Product owner,0,2
Positive and strong,1,3
above average,1,1
Senior Account Manager,1,2
Check base salary reference,1,1
good,1,2
Engineer,1,1
Google isn't so,1,0
"Great perks and benefits, can be hard to have impact",1,3
Overall one of the best companies to work for,1,2
Best tech company to work at,1,2
Google Shopping Express,1,0
Sales,1,0
"Not perfect, but still the best.",1,1
A great place to work,1,3
Account Strategist,1,3
My one true love,1,0
Driving Google Car,1,0
Google,1,0
Everything is Awesome,1,0
Dream Company to work,1,3
Sales,0,0
Good company but if you are top 1% there's better.,1,2
Excellent pay and benefits. Commuting sucks.,1,2
Cusd,1,1
Partner Manager,1,2
great environment,1,3
Some good some bad,1,3
UX Engineering at Google,1,3
Best workplace,1,2
Great Company,1,3
Lifestyle,1,1
"Very good, not great",1,2
hard to beat,1,1
Mixed bag,1,0
Software Engineering Intern at Google,1,1
Great place to work,1,3
Bad Management Outweighs Great Benefits,1,0
Amazing resources for tech interns to learn,1,0
Google,1,0
It's awesome,1,0
Is this Google or IBM?,1,1
Too big now,1,3
Great one of the best companies,1,1
Good,1,2
Program Manager,1,2
Operations manager,1,2
Global strategy and business operations,1,2
Lives up to the hype,1,0
Cool Place,0,3
Store Operator,1,3
Great place to work,1,3
Culture at gTech,1,3
Self- Driving Car Project,1,0
BA / Engineer,1,1
Not fun,1,3
Great company to work for,1,3
Paradise,1,1
Exciting place to work if you have the right team,1,1
Anon,1,1
insurance,0,0
Great place to work for a few years,1,3
"Pleasant enough, but overly bureaucratic.",1,2
Fun place to work,1,3
Amazing place to work,1,2
Account Manager,1,3
Community Specialist,1,0
Exciting place to be,1,1
It all depends on your team,1,3
Google is great,1,0
Google is great (in more than the typical sense),1,0
Great job,1,1
Cloud Infrastructure Analyst,1,2
Google is no longer that Google,1,0
Currently the best 'big company' to work for.,1,2
Senior Software Engineer,1,1
Application Developer,1,1
Amazing place to work,1,2
Depends on Your Team,1,3
Legal Assistant,1,2
Great to work for,1,3
Recruiter,1,2
A great place when you're young...,1,3
Contracted Software Developer for Google Discovery,1,1
Software Engineer,1,1
Product Specialist,1,2
BEST COMPANY EVER!!,1,2
Google SWE Summer Intern,1,1
Media Solutions Consultant,1,0
Paradise,1,1
Regional Manager,1,2
Great Company,1,3
Title,1,0
Dream Company,1,3
Still Good.,1,2
Fun place to work,1,3
Application Engineering Manager,1,1
nice company,1,2
Good Place to Work,1,2
Best of same size big company,1,2
Great Company,1,3
Great company. Incredible people. Challenging projects.,1,3
Finance Manager,1,0
Excellent to employees,1,0
Senior Software Engineer,1,1
Remote offices not same as HQ,1,0
Great place to work,1,3
Best Place to Work or a Reason :),1,2
Bureaucratic,1,2
Great while it lasted,1,3
Account Manager,1,3
Great place to work,1,3
Data Analyst,1,0
Satisfies Unrealistic Expectations,1,0
Network Quantitative Analyst,1,3
