review,rating,split
TSC Engagement Sr. Coordinator,negative,train
Technical Research Analyst,positive,train
"Great place to learn, then move on",negative,train
One of the most incisive yet ambiguous learning experiences into human nature and hi-tech.,negative,train
Three years in,positive,train
Retail-Specialist/Back of House Specialist,positive,train
SDE,positive,train
Good jobs to work om,positive,train
Marketing researcher,positive,train
It can be kind. It can be cruel. You just never know what you're going to get each day.,negative,train
Culture,negative,train
Leaving Microsoft is the best decision I ever made.,negative,train
Longest I've been at a company,positive,train
Heat,negative,train
"Best world class company to work-in, but you should be L4 or above to enjoy the full benefits!!!",positive,train
Operations Manager,negative,train
Sephora,negative,train
Warehouse Associate,positive,train
Virtual Seasonal Retail Generalist-Work at Home Customer Service Rep,negative,train
Associate,negative,train
Stepping Stone,negative,train
"The easiest path from point A to B is a straight line. However, at Microsoft...",positive,train
Difficult company to contact,negative,train
Incredible experience working with incredibly talented people.,positive,train
Great company to work for but there is a lot of politics,positive,train
SDM,negative,train
Amazing Place to Work,positive,train
Workforce Analyst,positive,train
Keep Climbing,positive,train
More Time Politicking less time actually doing your job,negative,train
"Good pay, unyielding stress",negative,train
"Apple is a great company, but still retail",positive,train
Good Ideology - Flawed at Scale,negative,train
amazon is deceptive,negative,train
Invigorating working environment,positive,train
Good company to work for,positive,train
not so great - team dependent (developer),negative,train
"Great compensation, poor perspectve",positive,train
Control System Specialist,negative,train
No Learnings and menial work,negative,train
Great company to work with,positive,train
Fulfillment Associate,negative,train
Awesome place to work,positive,train
Looks good on the outside....,negative,train
Good place to Work,positive,train
8 years wasted in a career-less exercise,negative,train
Picker,negative,train
ASC,negative,train
Amazon Costa Rica is no longer a good place to work,negative,train
Could be better,positive,train
Amazon Area Manager,positive,train
Good place to work,positive,train
Smart people but lacking strong leadership,positive,train
Benefits Reduction,positive,train
Party city,negative,train
"Horrible, and Don't Let Any Astroturf Amazon People Tell You Different",negative,train
Right direction but middle management needs to change,positive,train
Trainer,negative,train
Warehouse associates,positive,train
Political infighting and insularity,negative,train
Group Finance Manager,positive,train
Packer,negative,train
amazon,negative,train
It provides for the family,positive,train
Stow / Receiving,negative,train
Go somewhere else,negative,train
Google is very helpful to employees.,positive,train
stay away from Azure,negative,train
"me, me, me",negative,train
Marketing is a great use of my experience,negative,train
Excellent employer,positive,train
Great culture and benefits!!!,positive,train
Software Engineer,negative,train
One of the best companies to work with,positive,train
Good. Customers first. Employees get good treatment too.,positive,train
Microsoft,positive,train
Stower,negative,train
Unless you just can't find a job any place else run the other direction,negative,train
Great work plave,positive,train
Process Assistant,negative,train
Great company to work for,positive,train
Logistic services,positive,train
Program Manager- Customer Experience,negative,train
Politics undermines fair evaluation of work,negative,train
Better career option,positive,train
Interesting but below expectation,negative,train
"Good learning experience, poor working environment",negative,train
Account Executive,positive,train
Working at Apple retail,negative,train
"Manager, Vendor Management",positive,train
The best working place,positive,train
Sr. Program,negative,train
best place to work @ in the whole world disregard the poor pay rate!,positive,train
Key Account Manager,positive,train
SDE Interview,positive,train
MSFT - not perfect but fair place for SE.,negative,train
Performance Reviews at Amazon,negative,train
"I HATED it! Jackonville,FL Airport",negative,train
Solution Architect,positive,train
Tough to get anything done,positive,train
Attorney,positive,train
you're a cog,negative,train
Drink that Kool-aid,negative,train
AWS is amazing mid level mgmt is lacking,negative,train
Part time ware house associate,negative,train
NY Times Article is true,negative,train
Great place to learn quickly,positive,train
Excellent employer!,positive,train
Engineer,positive,train
Amazon,positive,train
Great Great Great,positive,train
TAM,negative,train
Fun work. Tons of independence. Great pay,positive,train
Don't Get Stuck,negative,train
You need to love apple and praise their every move if you want to progress.,negative,train
Seasonal outbound packing,negative,train
Kindle Division - Not everyone have the same fun!,negative,train
Loved it until I didn't...,positive,train
Amazon,positive,train
Pathways (MBA) Program - Don't Do It If You Have Other Options,negative,train
Employees are a commodity,negative,train
Software Design Engineer II,negative,train
Good Company to work for,positive,train
My experiences with Amazon Fulfillment Center was overall very good.,positive,train
Not as good as it first appears.,negative,train
Opportunities await the creative worker,positive,train
You do too much work for what you get,negative,train
Process Engineer,positive,train
"If you aren't a buddy of a manager, you won't get far.",negative,train
Sr.Analyst,positive,train
"Work is dreadfully boring, but pays extremely well",negative,train
Fulfillment Associate,negative,train
Recruiter,negative,train
Great place to work (not),negative,train
"Great for career boost, unsure about long-term",positive,train
A good experience of VCS but a worse one with discrepancies.,negative,train
A great company,positive,train
