review,rating,split
Right direction but middle management needs to change,1,train
Trainer,0,train
Warehouse associates,1,train
Political infighting and insularity,0,train
Group Finance Manager,1,train
Packer,0,train
amazon,0,train
It provides for the family,1,train
Stow / Receiving,0,train
Go somewhere else,0,train
Google is very helpful to employees.,1,train
stay away from Azure,0,train
"me, me, me",0,train
Marketing is a great use of my experience,0,train
Excellent employer,1,train
Great culture and benefits!!!,1,train
Software Engineer,0,train
One of the best companies to work with,1,train
Good. Customers first. Employees get good treatment too.,1,train
Microsoft,1,train
Stower,0,train
Unless you just can't find a job any place else run the other direction,0,train
Great work plave,1,train
Process Assistant,0,train
Great company to work for,1,train
Logistic services,1,train
Program Manager- Customer Experience,0,train
Politics undermines fair evaluation of work,0,train
Better career option,1,train
Interesting but below expectation,0,train
"Good learning experience, poor working environment",0,train
Account Executive,1,train
Working at Apple retail,0,train
"Manager, Vendor Management",1,train
The best working place,1,train
Sr. Program,0,train
best place to work @ in the whole world disregard the poor pay rate!,1,train
Key Account Manager,1,train
SDE Interview,1,train
MSFT - not perfect but fair place for SE.,0,train
Performance Reviews at Amazon,0,train
"I HATED it! Jackonville,FL Airport",0,train
Solution Architect,1,train
Tough to get anything done,1,train
Attorney,1,train
you're a cog,0,train
Drink that Kool-aid,0,train
AWS is amazing mid level mgmt is lacking,0,train
Part time ware house associate,0,train
NY Times Article is true,0,train
Great place to learn quickly,1,train
Excellent employer!,1,train
Engineer,1,train
Amazon,1,train
Great Great Great,1,train
TAM,0,train
Fun work. Tons of independence. Great pay,1,train
Don't Get Stuck,0,train
You need to love apple and praise their every move if you want to progress.,0,train
Seasonal outbound packing,0,train
Kindle Division - Not everyone have the same fun!,0,train
Loved it until I didn't...,1,train
Amazon,1,train
Pathways (MBA) Program - Don't Do It If You Have Other Options,0,train
Employees are a commodity,0,train
Software Design Engineer II,0,train
Good Company to work for,1,train
My experiences with Amazon Fulfillment Center was overall very good.,1,train
Not as good as it first appears.,0,train
Opportunities await the creative worker,1,train
You do too much work for what you get,0,train
Process Engineer,1,train
"If you aren't a buddy of a manager, you won't get far.",0,train
Sr.Analyst,1,train
"Work is dreadfully boring, but pays extremely well",0,train
Fulfillment Associate,0,train
Recruiter,0,train
Great place to work (not),0,train
"Great for career boost, unsure about long-term",1,train
A good experience of VCS but a worse one with discrepancies.,0,train
A great company,1,train
What they lack in care they makeup in insincerity,0,train
Amazon Area Manager,1,train
Customer Support Representative,0,train
Horrible employer - don't ruin your life by working here,0,train
Your hardwork will get you fired. Do wrong and grow. Customer service.,0,train
Best company I have worked for,1,train
"Growing too fast, things slipping through the cracks",0,train
Sortation Associate,0,train
"Great company, terrible managers",0,train
Project Manager at Apple,0,train
Program Manager,1,train
Microsoft,1,train
Have Fun and Make History,1,train
The bad and the good,0,train
A fantastic company to work for,1,train
The innovator's dream job,1,train
"Enjoyed the early days, disappointed in lack of leadership, dreaded micro-management",0,train
You will burn out,0,train
Good,0,train
Business Analyst,0,train
"Cutting-edge research, incredible culture",1,train
Mixed bag,0,train
Paradise,1,train
Device Associate,1,train
Amazing place to work,1,train
Treated Like Slaves Mostly 2nd/3rd World Managers can Barely Speak or Understand English,0,train
Good opportunity,1,train
Best Company I have worked for.,1,train
I'm a little over it...,0,train
A Whirlwind Experience,1,train
Associate,1,train
Product design engineer intern,1,train
Associate,1,train
Retail,0,train
I love my job but hate the FC that I work at,0,train
Long hours,0,train
Wouldn't reccomend but if you like warehouse work you may like this,0,train
Warehouse Associate,1,train
Inbound.,0,train
Can't wait to my contract expires,0,train
Human Resource Assistant,0,train
Value,1,train
"BEWARE!! A few upsides, but overall the worst company I ever worked for!!!",0,train
Repackager (former employee),0,train
Apple retail,0,train
Greaty company!,1,train
Amazon warehouse shuffle,0,train
"Bittersweet, hard to maintain work life balance",0,train
One of the best companies to work,1,train
Brutal place to work,0,train
No Work/Life Balance,0,train
Good company with great employees policies,1,train
"It was good, not great as expected",0,train
Resume builder,1,train
amazon,1,train
Microsoft Advanced Technology Lab in Cairo - Worset place to start your career,0,train
Senior Software Engineer,1,train
Great learning opportunities coupled with unrealistic role expectations,0,train
Highly metric driven company that adhere's to its leadership principles militantly,1,train
A Great Place to be a Dev! A Terrible Place to Be a Service Engineer!,0,train
Great company,1,train
Apple pros plus cons addition,1,train
"Great team, easy job, poor management",1,train
Data Associate,0,train
Great company with smart teams,1,train
Good Company to Work For,1,train
Engineer,0,train
Great job,0,train
"Really bad management, no development plans!",0,train
Software Development Engineer 3,1,train
A great place to work,1,train
Sr. Program Manager,0,train
A Learning,1,train
Director,1,train
Horrible review system,0,train
"Great work culture, relaxed and friendly.",1,train
Sort center employee,1,train
Packer/Picker,1,train
Great salary but expensive transportation,0,train
Great place to sit back and atrophy,1,train
Not as exciting as it used to be,0,train
apple leadership program,1,train
It's a job,1,train
Depressing,0,train
Fun but frustrating at times,0,train
"Amazing colleagues, great employer",1,train
Great company for gaining proficiency,1,train
Sorter,1,train
Changing company still a good place to work,1,train
Cut throat performance system that cripples teamwork and work/life balance,0,train
Great company to work for,1,train
"Great company, but hamstrung by internal politics",1,train
RC,0,train
Frugality is not cheapness,0,train
It is the best company to work with.,1,train
"The tales of comfort and joy are true, but the work isn't always ground-breaking",1,train
warehouse,0,train
"Microsoft has the ability to attract hard working, dedicated, passionate employees!",1,train
perks,0,train
Worst case,0,train
Worst employer I've ever had,0,train
great pay,1,train
"Excellent technology communities, strong knowledge sharing culture. Need better and fair care to employees.",1,train
(kiva) robots only,0,train
E-commerce,0,train
Organizational Chaos,1,train
Terrible place to work,0,train
Software Developer,0,train
Attacked on all fronts,0,train
A real meat grinder of a job,0,train
Not a nice experience,0,train
amazon,0,train
Specialist,1,train
Great place to make a career,1,train
Most area managers don't care about yoy,0,train
How can you say no?,0,train
Operations Manager,0,train
Reboot in progress,1,train
Recruiting Coordinator,0,train
Fun and exciting work place,1,train
You can make an impact,1,train
Excellent company,1,train
Stower Trainer,1,train
Great experience in IS&T,1,train
A great company to work for!,1,train
Specialist,1,train
Interesting work and great learning experience but terrible work/life balance,0,train
Best employer ever,1,train
I¡¯m poor even though I work for a multi-billion dollar company,1,train
Marketing Manager,1,train
working with a leading firm,1,train
ok ok company,0,train
Outstanding Company,1,train
MCS - Pub Sec,1,train
blood factory with high pressure and intensive workload,0,train
Sorting Associate,0,train
Background Check?,0,train
"Pleasant, dynamic, supportive",1,train
"Customer service, stocker, and cashier.",1,train
Good company/complacent culture,1,train
HORRIBLE place to work,0,train
"Great benefits, awful spirit",0,train
Modern day sweatshop,0,train
Good So Far,1,train
Picker,1,train
Associate,0,train
Nothing innovative coming out,1,train
Best company to work for,1,train
Principal PM Manager,0,train
Great company to work for.,1,train
Microsoft,1,train
Picker,0,train
V-mechanical engineer,1,train
I like the direction of the company under Satya. Would like to see this filter down to middle management.,0,train
Great to kick start your career after a break,1,train
Warehouse,0,train
finance manager,0,train
The people you work with are vibrant and interesting,1,train
OK,0,train
Great company!,1,train
Bonne exp¨¦rience,1,train
"Horrible. Amazon flex, fmxpress, any delivery company of amazon I really recommend do not work here",0,train
Leave for college,0,train
Software Development Engineer,0,train
Definitely the best company I ever work for!,1,train
Could have been a great place without scorecards,0,train
Innovative,1,train
Sort Associate,1,train
"Great company, really smart people to work with.",1,train
Packer,0,train
Smart & talented people making a difference,1,train
Meh. It's a job.,0,train
Great,1,train
The experience was very challenging as the regional management support was unwilling to support.,0,train
Apple Retail Specialist,1,train
Tech support associate,1,train
I loved it. Training was Awesome!!!!,1,train
Customer obsessed yes.........employee obsessed no.,0,train
Apple Red Zone Specialist,1,train
Amazon Summary,0,train
Quality company,1,train
Amazon,1,train
DO NOT Join any non tech Division at Amazon India,0,train
Rotten Apple,0,train
The best place in earth to work for.,1,train
"Great place to work, beware the bureaucracy.",1,train
Placement Year,1,train
Avoid,0,train
Worthwhile but random timing of shifts will drain employees energy,0,train
Technology Solution Professional: avoid like the plague,0,train
Recruiting Coordinator,0,train
